,0
199,0.7080942
200,0.20175087
201,0.36078346
202,0.29497427
203,0.58597445
204,0.20693427
205,0.1473819
206,0.019138575
207,0.36047494
208,0.10021117
209,0.11550003
210,0.12807152
211,0.93179905
212,0.5934302
213,0.0034817755
214,0.6648332
215,0.39869803
216,0.064573586
217,0.25373265
218,0.97918624
219,0.9034407
220,0.009462595
221,0.50725996
222,0.62050164
223,0.13659236
224,0.4949167
225,0.6640524
226,0.08775216
227,0.19440976
228,0.771456
229,0.71242625
230,0.12762338
231,0.93071705
232,0.83389866
233,0.7222694
234,0.18618181
235,0.47717133
236,0.8931943
237,0.7576146
238,0.5773419
239,0.26750723
240,0.44708216
241,0.9619767
242,0.97587824
243,0.47290534
244,0.69533414
245,0.01837334
246,0.18896878
247,0.60645306
248,0.7580992
249,0.77137744
250,0.08177227
251,0.69898295
252,0.5745965
253,0.7772817
254,0.717492
255,0.19513354
256,0.43547305
257,0.000346601
258,0.8704345
259,0.2905131
260,0.20921129
261,0.99192834
262,0.038529664
263,0.14745972
264,0.569405
265,0.92135704
266,0.7404997
267,0.12917516
268,0.3494348
269,0.7700731
270,0.8014169
271,0.93703973
272,0.857184
273,0.3555357
274,0.402342
275,0.2907769
276,0.8368203
277,0.51990366
278,0.9422399
279,0.4404485
280,0.2650836
281,0.4560556
282,0.26004708
283,0.62270594
284,0.78948855
285,0.9999867
286,0.23164946
287,0.81890774
288,0.67605394
289,0.6068783
290,0.4715852
291,0.06825265
292,0.5329939
293,0.09764677
294,0.115448296
295,0.8137704
296,0.07212752
297,0.861451
298,0.72435486
299,0.51459813
300,0.2514143
301,0.014216363
302,0.32685244
303,0.40838706
304,0.9903492
305,0.056651354
306,0.5024805
307,0.61590225
308,0.3499171
309,0.28571194
310,0.7544869
311,0.2149032
312,0.26227665
313,0.43029994
314,0.91639924
315,0.22300747
316,0.16210943
317,0.08962077
318,0.101011276
319,0.98688054
320,0.18765771
321,0.3684442
322,0.5771447
323,0.2874033
324,0.23001575
325,0.79666275
326,0.34220272
327,0.67528015
328,0.09437543
329,0.9278795
330,0.6107559
331,0.4933705
332,0.50998527
333,0.45225966
334,0.521251
335,0.33777416
336,0.88449717
337,0.024641454
338,0.8801849
339,0.42109498
340,0.12419212
341,0.725952
342,0.8005347
343,0.8493568
344,0.0054391325
345,0.2724794
346,0.57130444
347,0.502942
348,0.65470004
349,0.13269746
350,0.10933331
351,0.5019742
352,0.18178722
353,0.8660881
354,0.6362586
355,0.31709188
356,0.5912607
357,0.8131025
358,0.42354903
359,0.3076061
360,0.15475425
361,0.028310567
362,0.5726856
363,0.5644759
364,0.112653375
365,0.67970455
366,0.08589554
367,0.53982234
368,0.39643294
369,0.26152682
370,0.7316246
371,0.016571403
372,0.4853666
373,0.60952926
374,0.095897615
375,0.24571064
376,0.059918076
377,0.34705752
378,0.77861595
379,0.54271156
380,0.8390893
381,0.97734344
382,0.20806348
383,0.2817939
384,0.90679157
385,0.81831014
386,0.8213659
387,0.082461774
388,0.14057046
389,0.26140985
390,0.54017085
391,0.074243784
392,0.79863477
393,0.27671725
394,0.16978401
395,0.09687275
396,0.42491323
397,0.7454427
398,0.95787066
399,0.38245237
400,0.48068854
401,0.7846234
402,0.8653871
403,0.13052145
404,0.54103863
405,0.6068158
406,0.30544364
407,0.37013587
408,0.005632609
409,0.39710414
410,0.052494556
411,0.6549332
412,0.60098344
413,0.59537584
414,0.5669159
415,0.28757572
416,0.08069217
417,0.017741233
418,0.052583247
419,0.16660678
420,0.082102925
421,0.19976938
422,0.5022924
423,0.9177892
424,0.40807647
425,0.7587534
426,0.7255411
427,0.2723315
428,0.3848435
429,0.75948733
430,0.28248864
431,0.54892457
432,0.31858736
433,0.5106673
434,0.34445125
435,0.5967666
436,0.00024035573
437,0.42036772
438,0.47304186
439,0.559463
440,0.47880694
441,0.714759
442,0.35391837
443,0.8915843
444,0.11219716
445,0.5582113
446,0.5277103
447,0.13270023
448,0.24674177
449,0.06268385
450,0.52620393
451,0.90411085
452,0.7004092
453,0.028224379
454,0.68058854
455,0.87771153
456,0.10022205
457,0.28278196
458,0.47665387
459,0.62918246
460,0.509071
461,0.8890549
462,0.4664705
463,0.8909811
464,0.8959601
465,0.10526666
466,0.81039685
467,0.2514665
468,0.5486215
469,0.06247431
470,0.85437
471,0.058813065
472,0.60222816
473,0.04699537
474,0.80077827
475,0.79685366
476,0.085635155
477,0.05513391
478,0.57039374
479,0.048958004
480,0.9898627
481,0.3343685
482,0.5891441
483,0.116286874
484,0.989142
485,0.5018929
486,0.93329704
487,0.3827174
488,0.46971378
489,0.86062956
490,0.3156548
491,0.5439515
492,0.40620506
493,0.8437289
494,0.28530133
495,0.2644352
496,0.23708299
497,0.99030864
498,0.325892
499,0.67829955
500,0.6994363
501,0.7043974
502,0.66958743
503,0.091821104
504,0.40480107
505,0.40626368
506,0.6411144
507,0.90776074
508,0.5680093
509,0.084756345
510,0.64954126
511,0.20374894
512,0.7568687
513,0.878821
514,0.5468785
515,0.7106664
516,0.6212583
517,0.87897664
518,0.36032915
519,0.074243784
520,0.47626877
521,0.67317057
522,0.20922157
523,0.26884803
524,0.36952674
525,0.80635417
526,0.017080367
527,0.2596482
528,0.038433194
529,0.5639392
530,0.39435408
531,0.53047335
532,0.06940186
533,0.16088015
534,0.9966788
535,0.008531749
536,0.6182398
537,0.8596858
538,0.78448904
539,0.5445402
540,0.72136235
541,0.7513997
542,0.3751471
543,0.10146493
544,0.4048431
545,0.49962506
546,0.58931106
547,0.018282562
548,0.13038126
549,0.05121851
550,0.9133034
551,0.9994022
552,0.7609172
553,0.8772315
554,0.86350787
555,0.3447963
556,0.89773947
557,0.5845762
558,0.80754113
559,0.3484985
560,0.15292737
561,0.8441434
562,0.2937619
563,0.7803082
564,0.6623969
565,0.06452438
566,0.7496902
567,0.8604249
568,0.16360804
569,0.8598721
570,0.40402386
571,0.7865167
572,0.54681706
573,0.23071867
574,0.49184304
575,0.22525975
576,0.69423974
577,0.04149443
578,0.48864904
579,0.22497255
580,0.536749
581,0.10353333
582,0.9913701
583,0.72580355
584,0.70779765
585,0.22144344
586,0.56127363
587,0.3085513
588,0.2953471
589,0.24479261
590,0.34068316
591,0.81835693
592,0.08863413
593,0.02079457
594,0.9708142
595,0.7683382
596,0.15586254
597,0.9203234
598,0.67486185
599,0.6565102
600,0.013890982
601,0.024217337
602,0.9577377
603,0.7989826
604,0.44359592
605,0.7865138
606,0.760898
607,0.5046811
608,0.9503974
609,0.67662024
610,0.040082693
611,0.5034175
612,0.67665577
613,0.9014267
614,0.26021245
615,0.3262844
616,0.61627215
617,0.87902164
618,0.31574923
619,0.4786263
620,0.83319217
621,0.6795456
622,0.32100084
623,0.89566916
624,0.4334001
625,0.93181944
626,0.10678375
627,0.22581351
628,0.94088143
629,0.9712594
630,0.331549
631,0.73392034
632,0.970536
633,0.5091541
634,0.4923302
635,0.5818989
636,0.017221272
637,0.08987692
638,0.2799988
639,0.8840083
640,0.29005355
641,0.885347
642,0.89053243
643,0.6673968
644,0.77633405
645,0.6461133
646,0.95969796
647,0.7645762
648,0.647301
649,0.3942712
650,0.97811985
651,0.0983291
652,0.9148664
653,0.75184774
654,0.7079835
655,0.85575813
656,0.670944
657,0.8006772
658,0.4393631
659,0.14542407
660,0.7265291
661,0.69724846
662,0.670968
663,0.37236756
664,0.46034825
665,0.21919766
666,0.030225188
667,0.6368599
668,0.48854363
669,0.66862345
670,0.6387664
671,0.56543225
672,0.36873117
673,0.14378598
674,0.061528772
675,0.87932897
676,0.067724705
677,0.29651222
678,0.9869891
679,0.08907887
680,0.37665004
681,0.59063184
682,0.65646315
683,0.4185572
684,0.20156762
685,0.46608776
686,0.10038549
687,0.7901888
688,0.34235126
689,0.30987573
690,0.34599715
691,0.21645492
692,0.38108444
693,0.49957556
694,0.98657775
695,0.95220834
696,0.91726255
697,0.5003617
698,0.8782011
699,0.3724371
700,0.9643149
701,0.84554815
702,0.93201506
703,0.7493649
704,0.09524804
705,0.41119748
706,0.31571963
707,0.47320098
708,0.8958593
709,0.38703868
710,0.78428626
711,0.9282949
712,0.66442823
713,0.58069164
714,0.52199477
715,0.36580515
716,0.223073
717,0.07476744
718,0.3288139
719,0.82200205
720,0.44717792
721,0.60432255
722,0.51064295
723,0.96209425
724,0.5253867
725,0.9546139
726,0.49318025
727,0.056313694
728,0.21072301
729,0.6913469
730,0.008336544
731,0.028812766
732,0.027710766
733,0.30525488
734,0.2917136
735,0.99389505
736,0.4078469
737,0.2984507
738,0.8844614
739,0.6232838
740,0.4648348
741,0.28852218
742,0.95504653
743,0.27406105
744,0.5356867
745,0.6426691
746,0.24281788
747,0.58580804
748,0.13608485
749,0.84879196
750,0.33865643
751,0.17277643
752,0.7888013
753,0.79539543
754,0.3140189
755,0.8679085
756,0.26213318
757,0.61222154
758,0.080467135
759,0.4347505
760,0.6245176
761,0.65234166
762,0.67620564
763,0.34887752
764,0.9854388
765,0.13119882
766,0.33335102
767,0.09444693
768,0.47856328
769,0.70169526
770,0.5205437
771,0.40924627
772,0.2848863
773,0.2789763
774,0.49101692
775,0.40821838
776,0.77285546
777,0.75440156
778,0.018718898
779,0.96691823
780,0.25524682
781,0.7672317
782,0.7841598
783,0.70800334
784,0.92283547
785,0.354491
786,0.68567145
787,0.6016209
788,0.41853172
789,0.46496594
790,0.3079341
791,0.4726047
792,0.8805607
793,0.40695202
794,0.17108923
795,0.70909846
796,0.1628541
797,0.42514497
798,0.6008002
799,0.21874338
800,0.17154866
801,0.37465957
802,0.01594299
803,0.055848926
804,0.93550426
805,0.8081442
806,0.29459393
807,0.099315494
808,0.02752161
809,0.48683712
810,0.56327486
811,0.17866799
812,0.82844293
813,0.7629532
814,0.153034
815,0.12715378
816,0.38187668
817,0.031773984
818,0.6466886
819,0.19571117
820,0.4041497
821,0.3084017
822,0.9039843
823,0.79529727
824,0.26533842
825,0.051594347
826,0.7783114
827,0.18336076
828,0.10709891
829,0.5037029
830,0.5749253
831,0.32927263
832,0.5606082
833,0.5844584
834,0.19999182
835,0.96661484
836,0.92037076
837,0.5825928
838,0.45937598
839,0.29540178
840,0.5751045
841,0.23865443
842,0.36771438
843,0.27314466
844,0.44434652
845,0.77932936
846,0.18149698
847,0.5836595
848,0.64327383
849,0.6177603
850,0.7118482
851,0.4759416
852,0.5775011
853,0.9516671
854,0.8706172
855,0.21467549
856,0.7464678
857,0.76303375
858,0.09690902
859,0.94212604
860,0.3008274
861,0.7195021
862,0.18090796
863,0.26086414
864,0.15781474
865,0.44446188
866,0.34289956
867,0.82968557
868,0.2377361
869,0.8783936
870,0.904578
871,0.69254917
872,0.19051021
873,0.7777437
874,0.048124254
875,0.23339471
876,0.94677556
877,0.78428626
878,0.7000389
879,0.54207003
880,0.5678161
881,0.9462187
882,0.08441156
883,0.30340675
884,0.28712073
885,0.34421217
886,0.54759544
887,0.24851191
888,0.5172631
889,0.7845787
890,0.35510206
891,0.7121805
892,0.67065805
893,0.23277795
894,0.21330804
895,0.04986614
896,0.22782671
897,0.58620983
898,0.48503304
899,0.19574255
900,0.5022851
901,0.35478252
902,0.5614978
903,0.94760704
904,0.031361073
905,0.9467583
906,0.8818179
907,0.5253907
908,0.99238443
909,0.8308243
910,0.34903073
911,0.17625535
912,0.5287785
913,0.58485216
914,0.71042466
915,0.63905716
916,0.2145209
917,0.1722117
918,0.18083003
919,0.006009668
920,0.7501454
921,0.064478785
922,0.65011674
923,0.7324859
924,0.84222776
925,0.7010683
926,0.5190148
927,0.49301308
928,0.47603333
929,0.7677446
930,0.6478805
931,0.49949443
932,0.5984997
933,0.012927413
934,0.39167497
935,0.10892096
936,0.37391
937,0.21098354
938,0.9542907
939,0.36681724
940,0.8406896
941,0.65649605
942,0.74204016
943,0.14647898
944,0.22592711
945,0.33908206
946,0.6053601
947,0.11857104
948,0.9705617
949,0.08690444
950,0.34540984
951,0.22231641
952,0.4727767
953,0.3467439
954,0.43155256
955,0.26284647
956,0.81355786
957,0.39647114
958,0.05318272
959,0.40265846
960,0.17139205
961,0.8899282
962,0.5536817
963,0.75003666
964,0.75611246
965,0.494215
966,0.86148715
967,0.5808676
968,0.23999286
969,0.38870895
970,0.38599432
971,0.026973337
972,0.09387493
973,0.65169364
974,0.6803183
975,0.4101003
976,0.8244374
977,0.12816986
978,0.43362117
979,0.28873748
980,0.8683088
981,0.022827744
982,0.02274546
983,0.59295136
984,0.48559526
985,0.44107226
986,0.41302606
987,0.74674606
988,0.33105057
989,0.4704914
990,0.857203
991,0.65895
992,0.23102248
993,0.536625
994,0.46693242
995,0.87706673
996,0.27526262
997,0.95685375
998,0.35384655
999,0.17403024
1000,0.6336891
1001,0.31708285
1002,0.76233566
1003,0.6200283
1004,0.4018298
1005,0.40396515
1006,0.39576903
1007,0.9076451
1008,0.70201397
1009,0.19130412
1010,0.37507468
1011,0.019873202
1012,0.059148967
1013,0.05600673
1014,0.21086657
1015,0.26734143
1016,0.4910074
1017,0.8978868
1018,0.32139403
1019,0.044627607
1020,0.74628115
1021,0.00047165155
1022,0.28352237
1023,0.05374545
1024,0.4954403
1025,0.46827868
1026,0.9733732
1027,0.1424655
1028,0.27062425
1029,0.70025694
1030,0.059172034
1031,0.12089938
1032,0.09346366
1033,0.8694945
1034,0.68795955
1035,0.09483063
1036,0.07987356
1037,0.61502
1038,0.9233311
1039,0.5564008
1040,0.6766084
1041,0.515952
1042,0.7786919
1043,0.19358319
1044,0.6948246
1045,0.9724199
1046,0.073883444
1047,0.39474717
1048,0.08281571
1049,0.593735
1050,0.13692328
1051,0.71227515
1052,0.9850405
1053,0.32438874
1054,0.90557545
1055,0.5791256
1056,0.4662692
1057,0.41635925
1058,0.6848422
1059,0.38005042
1060,0.14380589
1061,0.29625943
1062,0.66754204
1063,0.04179743
1064,0.42945135
1065,0.45965827
1066,0.74558604
1067,0.6541221
1068,0.9644265
1069,0.42557707
1070,0.12233406
1071,0.5025955
1072,0.37148523
1073,0.6293727
1074,0.9491361
1075,0.27863157
1076,0.02231744
1077,0.9666518
1078,0.6627666
1079,0.37541243
1080,0.63682234
1081,0.94589484
1082,0.25683036
1083,0.73235554
1084,0.8814708
1085,0.6786754
1086,0.4662779
1087,0.79546434
1088,0.19958428
1089,0.33791003
1090,0.13296244
1091,0.13043883
1092,0.29674757
1093,0.19842401
1094,0.10803807
1095,0.15759462
1096,0.22905993
1097,0.54281634
1098,0.20596057
1099,0.9829794
1100,0.7482148
1101,0.7883612
1102,0.68677574
1103,0.75405055
1104,0.8250431
1105,0.41597775
1106,0.28107613
1107,0.54722273
1108,0.48898053
1109,0.6359742
1110,0.5281903
1111,0.23193455
1112,0.31846097
1113,0.60134107
1114,0.33264595
1115,0.5080086
1116,0.10546884
1117,0.5636333
1118,0.082950026
1119,0.4233228
1120,0.6289953
1121,0.93798107
1122,0.52891475
1123,0.8527862
1124,0.82251465
1125,0.18442962
1126,0.584885
1127,0.20333895
1128,0.17286074
1129,0.37682486
1130,0.5530968
1131,0.0005556643
1132,0.42194742
1133,0.21098894
1134,0.6276337
1135,0.40340185
1136,0.8870532
1137,0.69708955
1138,0.9013618
1139,0.33456624
1140,0.46060207
1141,0.7988175
1142,0.4305895
1143,0.0062211156
1144,0.035700113
1145,0.3033312
1146,0.065383375
1147,0.917114
1148,0.1355412
1149,0.59760016
1150,0.8957776
1151,0.6115415
1152,0.61578393
1153,0.33944133
1154,0.90067804
1155,0.061264336
1156,0.56656134
1157,0.6613083
1158,0.3201229
1159,0.63007206
1160,0.5833422
1161,0.48975238
1162,0.18331882
1163,0.6127146
1164,0.41687074
1165,0.47597423
1166,0.8364173
1167,0.19752008
1168,0.23230764
1169,0.39129734
1170,0.9384651
1171,0.44711393
1172,0.8618133
1173,0.55205053
1174,0.1491676
1175,0.732328
1176,0.7228971
1177,0.036886185
1178,0.28337336
1179,0.6363926
1180,0.45513192
1181,0.9041281
1182,0.3002177
1183,0.6773474
1184,0.3413952
1185,0.5164428
1186,0.40890512
1187,0.2850629
1188,0.4466505
1189,0.13549846
1190,0.40450108
1191,0.30974287
1192,0.39479822
1193,0.062324196
1194,0.3887462
1195,0.86818254
1196,0.3346001
1197,0.7247806
1198,0.6347458
1199,0.49213713
1200,0.23426887
1201,0.8735236
1202,0.74713045
1203,0.6927964
1204,0.7739417
1205,0.8831574
1206,0.021181315
1207,0.21450645
1208,0.31920245
1209,0.9899062
1210,0.42967036
1211,0.5327186
1212,0.35966253
1213,0.8843263
1214,0.23733485
1215,0.78589606
1216,0.13307425
1217,0.94820154
1218,0.35423014
1219,0.88619685
1220,0.9217839
1221,0.81424224
1222,0.9048484
1223,0.12422532
1224,0.73616076
1225,0.3956417
1226,0.4157509
1227,0.47269112
1228,0.5886977
1229,0.9416231
1230,0.0056230426
1231,0.8886194
1232,0.68550783
1233,0.65655315
1234,0.9182818
1235,0.7014939
1236,0.8988414
1237,0.1349001
1238,0.16305807
1239,0.06258857
1240,0.14609832
1241,0.9685787
1242,0.5749908
1243,0.7278987
1244,0.6337993
1245,0.053981543
1246,0.15068924
1247,0.13878727
1248,0.16920468
1249,0.37281114
1250,0.7328248
1251,0.4295188
1252,0.35976988
1253,0.33291474
1254,0.7571671
1255,0.31153646
1256,0.9249733
1257,0.24316648
1258,0.8702655
1259,0.3588998
1260,0.85069144
1261,0.20289943
1262,0.2030355
1263,0.7337325
1264,0.14618945
1265,0.5013414
1266,0.97192466
1267,0.66885465
1268,0.22710872
1269,0.32288855
1270,0.63879126
1271,0.9166405
1272,0.028254747
1273,0.7550115
1274,0.07617444
1275,0.23870349
1276,0.67338717
1277,0.9808125
1278,0.23901188
1279,0.74311644
1280,0.1558994
1281,0.08841905
1282,0.24176648
1283,0.07384965
1284,0.23805228
1285,0.43333837
1286,0.01724121
1287,0.34521553
1288,0.83209366
1289,0.4960527
1290,0.013635069
1291,0.2373949
1292,0.37785557
1293,0.54135936
1294,0.40549123
1295,0.42638502
1296,0.26856145
1297,0.40082657
1298,0.8909653
1299,0.66463786
1300,0.5867399
1301,0.32331556
1302,0.35529947
1303,0.30651858
1304,0.025237978
1305,0.14497378
1306,0.8351793
1307,0.39919338
1308,0.4561839
1309,0.5872114
1310,0.46409738
1311,0.33302364
1312,0.45030582
1313,0.9883442
1314,0.5574659
1315,0.039778024
1316,0.4126949
1317,0.50825244
1318,0.3043383
1319,0.5646202
1320,0.12668332
1321,0.86822385
1322,0.8309687
1323,0.08267787
1324,0.41792768
1325,0.98450124
1326,0.00823468
1327,0.7794726
1328,0.38362163
1329,0.1135253
1330,0.25680706
1331,0.5560421
1332,0.2893864
1333,0.49156588
1334,0.6914831
1335,0.8658791
1336,0.44756928
1337,0.45753503
1338,0.1808374
1339,0.3512382
1340,0.3747701
1341,0.24828032
1342,0.7497169
1343,0.45352533
1344,0.37559223
1345,0.65067804
1346,0.34360495
1347,0.4743578
1348,0.10203585
1349,0.23286471
1350,0.5036989
1351,0.34881663
1352,0.18844673
1353,0.0020109415
1354,0.7822968
1355,0.60485464
1356,0.50776774
1357,0.72282904
1358,0.49921766
1359,0.37966314
1360,0.20555952
1361,0.09255859
1362,0.3492943
1363,0.34291357
1364,0.28015596
1365,0.31313953
1366,0.5027673
1367,0.9866792
1368,0.019739956
1369,0.9334401
1370,0.4827773
1371,0.42295837
1372,0.1386297
1373,0.60406256
1374,0.37655452
1375,0.5994694
1376,0.3696264
1377,0.74579763
1378,0.5044571
1379,0.98033595
1380,0.09362894
1381,0.9253535
1382,0.61669177
1383,0.92683434
1384,0.97163457
1385,0.558346
1386,0.7278296
1387,0.1353704
1388,0.59312975
1389,0.32685292
1390,0.49114263
1391,0.8012037
1392,0.27895054
1393,0.7156378
1394,0.42357197
1395,0.41460496
1396,0.14801294
1397,0.22717077
1398,0.8159187
1399,0.69961816
1400,0.7264723
1401,0.25495434
1402,0.7236141
1403,0.060903758
1404,0.09636378
1405,0.978981
1406,0.33533466
1407,0.33624792
1408,0.8736336
1409,0.4348514
1410,0.0973005
1411,0.34952867
1412,0.31604993
1413,0.7412132
1414,0.51643354
1415,0.0036911964
1416,0.4873238
1417,0.4234481
1418,0.16476819
1419,0.3072598
1420,0.18576783
1421,0.1658242
1422,0.84422547
1423,0.7469434
1424,0.20568049
1425,0.45547792
1426,0.7485851
1427,0.3595941
1428,0.13628948
1429,0.552885
1430,0.70877063
1431,0.28482145
1432,0.7530843
1433,0.39556438
1434,0.6972848
1435,0.21636966
1436,0.035144567
1437,0.23912752
1438,0.9800967
1439,0.908433
1440,0.4999178
1441,0.21274433
1442,0.5022579
1443,0.83420336
1444,0.7220331
1445,0.55549324
1446,0.41036874
1447,0.39658263
1448,0.35016805
1449,0.072503716
1450,0.85891306
1451,0.3294149
1452,0.54496443
1453,0.80321956
1454,0.68301225
1455,0.08540854
1456,0.17191502
1457,0.8118196
1458,0.31479132
1459,0.63420546
1460,0.22946078
1461,0.6225585
1462,0.91611254
1463,0.886314
1464,0.9178083
1465,0.5388192
1466,0.9651098
1467,0.22270226
1468,0.060002714
1469,0.2581911
1470,0.7547349
1471,0.34695074
1472,0.17127529
1473,0.28374237
1474,0.30997312
1475,0.39486566
1476,0.31037128
1477,0.32741925
1478,0.7042755
1479,0.07145879
1480,0.31549245
1481,0.38093483
1482,0.38542458
1483,0.5802963
1484,0.83745426
1485,0.3023454
1486,0.9175179
1487,0.61569786
1488,0.77589214
1489,0.4695311
1490,0.08746487
1491,0.957252
1492,0.020331323
1493,0.08761689
1494,0.62851346
1495,0.4193076
1496,0.35978645
1497,0.32193598
1498,0.556573
1499,0.79942566
1500,0.2592641
1501,0.02101919
1502,0.70304275
1503,0.7717636
1504,0.26150948
1505,0.3863981
1506,0.07007584
1507,0.9284265
1508,0.6305871
1509,0.64783186
1510,0.5240447
1511,0.84616053
1512,0.10388896
1513,0.06515244
1514,0.44145086
1515,0.6508868
1516,0.22033703
1517,0.708012
1518,0.98587096
1519,0.7963718
1520,0.6804342
1521,0.5583749
1522,0.7403478
1523,0.75109386
1524,0.69721
1525,0.5664892
1526,0.6576003
1527,0.28884196
1528,0.5690481
1529,0.31836396
1530,0.074144006
1531,0.7846127
1532,0.12708342
1533,0.9977337
1534,0.29711273
1535,0.71765745
1536,0.18658835
1537,0.7319527
1538,0.017840028
1539,0.585914
1540,0.6429522
1541,0.61594105
1542,0.054484397
1543,0.120091826
1544,0.3045319
1545,0.483961
1546,0.59091437
1547,0.5915596
1548,0.14856157
1549,0.6246464
1550,0.12897941
1551,0.98419225
1552,0.05929035
1553,0.624769
1554,0.6474571
1555,0.11735228
1556,0.33427984
1557,0.06711447
1558,0.70105153
1559,0.52960753
1560,0.89005566
1561,0.07930353
1562,0.44642416
1563,0.8700725
1564,0.8967217
1565,0.5056483
1566,0.75497466
1567,0.2466945
1568,0.5056768
1569,0.27609074
1570,0.25186676
1571,0.57636935
1572,0.81461525
1573,0.24282488
1574,0.03477022
1575,0.81213313
1576,0.66027236
1577,0.41220087
1578,0.07791337
1579,0.32335904
1580,0.903087
1581,0.7785469
1582,0.91299474
1583,0.46060073
1584,0.40138692
1585,0.1633817
1586,0.88382655
1587,0.5694497
1588,0.42318493
1589,0.25134578
1590,0.6225548
1591,0.9040266
1592,0.17323762
1593,0.3067171
1594,0.9558621
1595,0.26551238
1596,0.9627419
1597,0.7105553
1598,0.42196086
1599,0.8799057
1600,0.20340392
1601,0.26543927
1602,0.88443077
1603,0.037932396
1604,0.56248254
1605,0.69229555
1606,0.020746976
1607,0.4793369
1608,0.7385525
1609,0.37886393
1610,0.9856958
1611,0.09948954
1612,0.092066646
1613,0.11740416
1614,0.9650098
1615,0.9655775
1616,0.23912293
1617,0.15966108
1618,0.6543433
1619,0.71149
1620,0.9552427
1621,0.95092595
1622,0.5547497
1623,0.24972996
1624,0.2897598
1625,0.48810196
1626,0.835914
1627,0.94805795
1628,0.7909225
1629,0.000674814
1630,0.5315794
1631,0.28565025
1632,0.6356038
1633,0.84968054
1634,0.8347654
1635,0.23898745
1636,0.54132074
1637,0.23407191
1638,0.4488332
1639,0.7357068
1640,0.61641026
1641,0.947139
1642,0.19021776
1643,0.88420236
1644,0.13937205
1645,0.59622383
1646,0.0407975
1647,0.27638143
1648,0.1572923
1649,0.61665666
1650,0.5972948
1651,0.77415335
1652,0.0034752786
1653,0.022884518
1654,0.5737597
1655,0.013463438
1656,0.87597525
1657,0.70667785
1658,0.24707174
1659,0.7142453
1660,0.6220517
1661,0.20675805
1662,0.8110383
1663,0.60714006
1664,0.38854524
1665,0.9060122
1666,0.072069734
1667,0.60550976
1668,0.75222754
1669,0.45833796
1670,0.85774493
