,0
477,0.055206805
478,0.57104343
479,0.049813867
480,0.9899209
481,0.33379507
482,0.58966386
483,0.11601728
484,0.9888314
485,0.5029546
486,0.93371785
487,0.3814583
488,0.46995297
489,0.86099875
490,0.3155626
491,0.54378486
492,0.40578526
493,0.84295505
494,0.2860818
495,0.26569495
496,0.23721915
497,0.9895035
498,0.32625479
499,0.6785008
500,0.6995522
501,0.7044669
502,0.6705234
503,0.09133354
504,0.40428868
505,0.40602905
506,0.64087397
507,0.9080049
508,0.5667757
509,0.084813625
510,0.6491457
511,0.20327774
512,0.7566755
513,0.87859786
514,0.5473047
515,0.7112531
516,0.62205267
517,0.8788754
518,0.36142424
519,0.074038714
520,0.4756524
521,0.673284
522,0.2091507
523,0.26941276
524,0.36938304
525,0.80775553
526,0.01711759
527,0.25910097
528,0.03827074
529,0.5646959
530,0.39367986
531,0.53031933
532,0.06951964
533,0.16056192
534,0.9976975
535,0.008741081
536,0.61867136
537,0.8599244
538,0.78458947
539,0.5450318
540,0.720871
541,0.75106686
542,0.3746271
543,0.10131079
544,0.40432957
545,0.49961755
546,0.589598
547,0.018242896
548,0.13001353
549,0.051016003
550,0.91283613
551,0.99949753
552,0.76084363
553,0.87719494
554,0.86360496
555,0.3433962
556,0.89787877
557,0.5851041
558,0.80768424
559,0.34825328
560,0.15274778
561,0.84374905
562,0.29213732
563,0.78111434
564,0.6616828
565,0.06420404
566,0.74815786
567,0.86270165
568,0.16371971
569,0.85981596
570,0.40357852
571,0.78649765
572,0.54658777
573,0.2308087
574,0.4918452
575,0.22535613
576,0.6946917
577,0.040754974
578,0.48869994
579,0.22547814
580,0.5344473
581,0.10322583
582,0.99172807
583,0.7263976
584,0.70863634
585,0.22184953
586,0.5618294
587,0.3084008
588,0.29588342
589,0.24276072
590,0.34064966
591,0.81957644
592,0.08828479
593,0.020700783
594,0.9712013
595,0.76889426
596,0.15596822
597,0.92042005
598,0.67510164
599,0.6556557
600,0.014305055
601,0.024603158
602,0.9576787
603,0.79888856
604,0.4427534
605,0.78661394
606,0.76091254
607,0.5053827
608,0.9501611
609,0.67787063
610,0.039750755
611,0.5036002
612,0.678077
613,0.90156627
614,0.25994176
615,0.32607037
616,0.616786
617,0.8790775
618,0.31581372
619,0.47898665
620,0.832582
621,0.6793487
622,0.32066548
623,0.8953103
624,0.43357196
625,0.9325108
626,0.107904255
627,0.22578949
628,0.9413431
629,0.9722722
630,0.33153397
631,0.7341212
632,0.96997213
633,0.5069556
634,0.49351406
635,0.5828435
636,0.016478568
637,0.08993262
638,0.28007787
639,0.8839484
640,0.28959876
641,0.8855783
642,0.89097166
643,0.66669446
644,0.7750813
645,0.6453686
646,0.95959425
647,0.7668047
648,0.64731497
649,0.39422327
650,0.9773843
651,0.09811616
652,0.9148998
653,0.75238085
654,0.708422
655,0.8567883
656,0.671447
657,0.80103284
658,0.4415563
659,0.14505109
660,0.72665286
661,0.6972043
662,0.67096436
663,0.37234306
664,0.46038288
665,0.21945831
666,0.030331582
667,0.6369772
668,0.48817056
669,0.6689286
670,0.6383939
671,0.5659053
672,0.36748222
673,0.1435852
674,0.061305612
675,0.8793434
676,0.068223774
677,0.29596394
678,0.9874437
679,0.088980585
680,0.37639713
681,0.59047896
682,0.6576386
683,0.41788697
684,0.20145634
685,0.46636105
686,0.10065806
687,0.7897511
688,0.34300625
689,0.30877206
690,0.3460953
691,0.21649626
692,0.38094747
693,0.49935088
694,0.9873521
695,0.9524932
696,0.91678333
697,0.50015634
698,0.8783031
699,0.37162843
700,0.96513426
701,0.84584343
702,0.93197566
703,0.7506448
704,0.09539297
705,0.41151923
706,0.31581578
707,0.47329518
708,0.8972535
709,0.38675147
710,0.78409874
711,0.9277353
712,0.66396457
713,0.58071905
714,0.5217114
715,0.3657555
716,0.22237223
717,0.07436025
718,0.3288849
719,0.8227787
720,0.4469963
721,0.60346717
722,0.5108438
723,0.96153927
724,0.52586925
725,0.9548055
726,0.4946181
727,0.056177884
728,0.2101151
729,0.69091606
730,0.0082838535
731,0.0293746
732,0.028502226
733,0.30504358
734,0.29220432
735,0.99367046
736,0.40789697
737,0.2982899
738,0.8848039
739,0.6228354
740,0.46482196
741,0.28862005
742,0.95463276
743,0.2740117
744,0.5356916
745,0.64201003
746,0.24359676
747,0.5848595
748,0.1349459
749,0.8522352
750,0.33762327
751,0.17294255
752,0.7889507
753,0.7954289
754,0.3141269
755,0.8683983
756,0.2613697
757,0.6133172
758,0.08033216
759,0.43480134
760,0.6257732
761,0.65218246
762,0.67597747
763,0.34852427
764,0.98913467
765,0.13092995
766,0.3335269
767,0.09465003
768,0.4774388
769,0.70177525
770,0.5191514
771,0.40927893
772,0.28485942
773,0.28045353
774,0.49136233
775,0.40823638
776,0.7728808
777,0.75469077
778,0.0194889
779,0.9687071
780,0.2553571
781,0.76651716
782,0.78529197
783,0.70806193
784,0.9243427
785,0.35565883
786,0.6871469
787,0.6018903
788,0.4186197
789,0.46543422
790,0.30782965
791,0.47240353
792,0.880063
793,0.40734556
794,0.17157489
795,0.7096877
796,0.1635594
797,0.42513818
798,0.59972745
799,0.21894488
800,0.17140421
801,0.37565792
802,0.016067982
803,0.05572647
804,0.93535304
805,0.80804765
806,0.2942596
807,0.09917498
808,0.028054565
809,0.48740232
810,0.56351
811,0.17707765
812,0.8289406
813,0.76298225
814,0.15174952
815,0.12658086
816,0.3810861
817,0.029267997
818,0.6467377
819,0.19589078
820,0.40414068
821,0.30591214
822,0.90419245
823,0.7989652
824,0.2647121
825,0.051165998
826,0.7792166
827,0.1835297
828,0.10635552
829,0.5056691
830,0.57395124
831,0.3293659
832,0.560911
833,0.58439875
834,0.20177278
835,0.96717584
836,0.9197762
837,0.5829564
838,0.4589934
839,0.29489583
840,0.5756502
841,0.23728791
842,0.36686182
843,0.2724093
844,0.44450003
845,0.77946895
846,0.18075112
847,0.5818198
848,0.64403725
849,0.6176439
850,0.7123169
851,0.47575563
852,0.57732815
853,0.95199895
854,0.87069947
855,0.21412516
856,0.7465746
857,0.76311284
858,0.096868396
859,0.94232917
860,0.30090177
861,0.7194196
862,0.18072766
863,0.260522
864,0.1578537
865,0.44362065
866,0.34273732
867,0.83018553
868,0.23755094
869,0.8794386
870,0.9052768
871,0.69273555
872,0.18962142
873,0.77786005
874,0.047929227
875,0.23319218
876,0.9466864
877,0.78409874
878,0.70070744
879,0.54205614
880,0.5678238
881,0.946119
882,0.084071726
883,0.303453
884,0.28712627
885,0.34413815
886,0.54772025
887,0.24819979
888,0.5164792
889,0.78478205
890,0.35412684
891,0.71269333
892,0.6707938
893,0.2331996
894,0.21480435
895,0.050582826
896,0.22803554
897,0.5857699
898,0.4850807
899,0.19577017
900,0.5020189
901,0.35451594
902,0.56110847
903,0.9474231
904,0.031267673
905,0.94726384
906,0.88225365
907,0.5230346
908,0.99244493
909,0.83082116
910,0.3489491
911,0.17597541
912,0.528719
913,0.58360213
914,0.71079665
915,0.639624
916,0.21429718
917,0.17149931
918,0.18107036
919,0.0060012043
920,0.74834764
921,0.06454706
922,0.65065676
923,0.7326341
924,0.8428523
925,0.70350826
926,0.5193426
927,0.49404538
928,0.47618213
929,0.7677717
930,0.6467364
931,0.5011368
932,0.5994521
933,0.0129648745
934,0.3925037
935,0.10884255
936,0.37269902
937,0.2098692
938,0.95451736
939,0.3649885
940,0.8406922
941,0.6564777
942,0.7419889
943,0.14633003
944,0.22475561
945,0.33915913
946,0.60548615
947,0.118869185
948,0.97059846
949,0.08703858
950,0.3446595
951,0.22246629
952,0.47335953
953,0.34613496
954,0.4324516
955,0.2627891
956,0.81360483
957,0.39630002
958,0.053142846
959,0.4031072
960,0.17085683
961,0.8904252
962,0.55393
963,0.7498549
964,0.756944
965,0.49455333
966,0.8613265
967,0.5818958
968,0.23902664
969,0.38915187
970,0.3857257
971,0.02747795
972,0.09234935
973,0.6516619
974,0.6822232
975,0.4101866
976,0.82434785
977,0.12854171
978,0.43228918
979,0.28612727
980,0.86835015
981,0.023222983
982,0.02202481
983,0.59262687
984,0.48500898
985,0.44106185
986,0.41320992
987,0.7467197
988,0.33144945
989,0.47087422
990,0.85779107
991,0.65872574
992,0.23105678
993,0.5365886
994,0.46712622
995,0.8773261
996,0.27563176
997,0.9568978
998,0.3538937
999,0.17198202
1000,0.6334215
1001,0.31597888
1002,0.76224554
1003,0.6202659
1004,0.40098706
1005,0.40470487
1006,0.3958089
1007,0.9090469
1008,0.701963
1009,0.19098416
1010,0.37515786
1011,0.022412062
1012,0.059627265
1013,0.056189924
1014,0.21024266
1015,0.26718038
1016,0.49223736
1017,0.897596
1018,0.32108602
1019,0.04484746
1020,0.7453342
1021,0.0010238886
1022,0.28260827
1023,0.053489983
1024,0.4952395
1025,0.46870416
1026,0.97306114
1027,0.14243746
1028,0.2710151
1029,0.7005417
1030,0.05849418
1031,0.12004501
1032,0.093885064
1033,0.8696381
1034,0.6878684
1035,0.095668554
1036,0.08011365
1037,0.61513066
1038,0.9229945
1039,0.5570222
1040,0.676487
1041,0.51476747
1042,0.7793502
1043,0.19368467
1044,0.6938814
1045,0.97360957
1046,0.07364282
1047,0.39470208
1048,0.083115965
1049,0.59374744
1050,0.13672212
1051,0.71242404
1052,0.98501724
1053,0.324486
1054,0.90561366
1055,0.5789592
1056,0.4664648
1057,0.41598433
1058,0.6853552
1059,0.37984768
1060,0.1435914
1061,0.2954622
1062,0.6675906
1063,0.04196763
1064,0.42948377
1065,0.45868546
1066,0.74643016
1067,0.65424734
1068,0.96618986
1069,0.42515573
1070,0.12296331
1071,0.50279593
1072,0.3708856
1073,0.6298113
1074,0.94925284
1075,0.2785257
1076,0.021977901
1077,0.9664805
1078,0.66253686
1079,0.37352163
1080,0.6372876
1081,0.946783
1082,0.25601745
1083,0.7322919
1084,0.88147324
1085,0.67814654
1086,0.46588576
1087,0.7960741
1088,0.19944343
1089,0.33723193
1090,0.13216218
1091,0.13077593
1092,0.29641867
1093,0.19779086
1094,0.10708183
1095,0.15653104
1096,0.22908548
1097,0.5422045
1098,0.20581096
1099,0.9832128
1100,0.74833333
1101,0.7882227
1102,0.68587136
1103,0.7546172
1104,0.82428485
1105,0.41600817
1106,0.2804342
1107,0.547201
1108,0.4883637
1109,0.63533115
1110,0.5282907
1111,0.23186299
1112,0.31851894
1113,0.6000258
1114,0.33273506
1115,0.5081885
1116,0.10447967
1117,0.56542194
1118,0.08309391
1119,0.42307076
1120,0.6288219
1121,0.9367081
1122,0.53143024
1123,0.8530233
1124,0.8223015
1125,0.18369624
1126,0.584968
1127,0.20348915
1128,0.1723583
1129,0.37659734
1130,0.5532935
1131,0.0008598566
1132,0.42160505
1133,0.21164912
1134,0.6280171
1135,0.4031344
1136,0.8892131
1137,0.6966959
1138,0.90331984
1139,0.33529198
1140,0.4608376
1141,0.798552
1142,0.43008548
1143,0.0063290596
1144,0.035529673
1145,0.30332717
1146,0.06528357
1147,0.917485
1148,0.13584408
1149,0.5971061
1150,0.89563817
1151,0.61422265
1152,0.61516726
1153,0.3393612
1154,0.90062654
1155,0.06092894
1156,0.5660797
1157,0.66161746
1158,0.32057768
1159,0.63005024
1160,0.58344346
1161,0.48893297
1162,0.18312845
1163,0.611942
1164,0.41678149
1165,0.47605917
1166,0.8363627
1167,0.19741854
1168,0.23240334
1169,0.3912022
1170,0.9385872
1171,0.44735706
1172,0.8619973
1173,0.5527068
1174,0.1495654
1175,0.7323985
1176,0.72279805
1177,0.03698045
1178,0.2834425
1179,0.6381035
1180,0.45516422
1181,0.9040025
1182,0.30000806
1183,0.6753816
1184,0.34145877
1185,0.5164843
1186,0.40915275
1187,0.28417617
1188,0.4468873
1189,0.13554701
1190,0.4051633
1191,0.30938882
1192,0.39401305
1193,0.06271398
1194,0.38839152
1195,0.86861724
1196,0.33487898
1197,0.7249571
1198,0.6342076
1199,0.49060535
1200,0.23323265
1201,0.8734664
1202,0.7476247
1203,0.6928237
1204,0.77499956
1205,0.88353753
1206,0.022072881
1207,0.21253541
1208,0.319635
1209,0.9905013
1210,0.42990348
1211,0.5326773
1212,0.35947588
1213,0.8846028
1214,0.23692682
1215,0.786651
1216,0.13300583
1217,0.9474263
1218,0.35359177
1219,0.8864479
1220,0.9223103
1221,0.81424683
1222,0.9053837
1223,0.12432933
1224,0.73606825
1225,0.39503166
1226,0.415706
1227,0.47269502
1228,0.58813345
1229,0.94215035
1230,0.005544007
1231,0.8911775
1232,0.68576103
1233,0.65835434
1234,0.9189733
1235,0.7015634
1236,0.8974335
1237,0.13499802
1238,0.16341221
1239,0.06246379
1240,0.14636377
1241,0.9683733
1242,0.5761866
1243,0.7279988
1244,0.6333317
1245,0.053544104
1246,0.14933118
1247,0.13868344
1248,0.16887364
1249,0.37232184
1250,0.7330258
1251,0.42981118
1252,0.3605557
1253,0.3327123
1254,0.75780594
1255,0.31202012
1256,0.92532516
1257,0.24305272
1258,0.8705416
1259,0.359128
1260,0.8506444
1261,0.20314404
1262,0.20292455
1263,0.7337509
1264,0.1450046
1265,0.5007131
1266,0.9728012
1267,0.6681894
1268,0.22763285
1269,0.3229261
1270,0.63889676
1271,0.91655165
1272,0.028465033
1273,0.7548659
1274,0.07622069
1275,0.23843592
1276,0.67311203
1277,0.9830249
1278,0.23882255
1279,0.7437595
1280,0.1571776
1281,0.0885883
1282,0.24125639
1283,0.074011385
1284,0.23808417
1285,0.4324987
1286,0.0168086
1287,0.34558612
1288,0.83179426
1289,0.49567327
1290,0.014329165
1291,0.23828244
1292,0.3756194
1293,0.5407659
1294,0.4049092
1295,0.42672062
1296,0.2681128
1297,0.4005189
1298,0.89044154
1299,0.6644465
1300,0.58597237
1301,0.3233278
1302,0.35510945
1303,0.3057368
1304,0.025426507
1305,0.14379415
1306,0.83528244
1307,0.39932632
1308,0.45651227
1309,0.58691627
1310,0.46424618
1311,0.33250195
1312,0.44967565
1313,0.9886064
1314,0.555393
1315,0.039820254
1316,0.41305426
1317,0.5085052
1318,0.3041479
1319,0.56450707
1320,0.12619898
1321,0.86832476
1322,0.8318933
1323,0.08210471
1324,0.41960394
1325,0.98563147
1326,0.008440167
1327,0.7797276
1328,0.38163918
1329,0.11309156
1330,0.25701305
1331,0.5544485
1332,0.28957433
1333,0.49190244
1334,0.69131756
1335,0.8664712
1336,0.4473417
1337,0.4568366
1338,0.18097365
1339,0.3506295
1340,0.37493885
1341,0.24834576
1342,0.74960613
1343,0.4542857
1344,0.37531045
1345,0.6504822
1346,0.34243107
1347,0.47524658
1348,0.101934165
1349,0.23295331
1350,0.50365347
1351,0.34839287
1352,0.18884072
1353,0.0023534298
1354,0.7821996
1355,0.60360074
1356,0.5085098
1357,0.72409815
1358,0.49903327
1359,0.38002986
1360,0.20508495
1361,0.09303883
1362,0.34815776
1363,0.3421588
1364,0.2797771
1365,0.3123153
1366,0.50232947
1367,0.9868455
1368,0.020919174
1369,0.9327575
1370,0.4825998
1371,0.42275816
1372,0.13917348
1373,0.60465837
1374,0.37659308
1375,0.6002254
1376,0.36931556
1377,0.74577343
1378,0.503664
1379,0.9801111
1380,0.09424847
1381,0.9252238
1382,0.61653215
1383,0.9267119
1384,0.9717865
1385,0.55888504
1386,0.72689605
1387,0.1346052
1388,0.592512
1389,0.326487
1390,0.49118656
1391,0.8014785
1392,0.279199
1393,0.7150541
1394,0.42373094
1395,0.41375285
1396,0.14814007
1397,0.22698957
1398,0.81491315
1399,0.6996652
1400,0.7266505
1401,0.25322357
1402,0.7236719
1403,0.060874194
1404,0.09615174
1405,0.97890663
1406,0.33573174
1407,0.3348899
1408,0.87317246
1409,0.43461296
1410,0.09773928
1411,0.34974065
1412,0.31566975
1413,0.7417947
1414,0.51620567
1415,0.0029512346
1416,0.4871568
1417,0.4235924
1418,0.1645279
1419,0.30596262
1420,0.18614635
1421,0.16565642
1422,0.844265
1423,0.74697137
1424,0.2062599
1425,0.45457685
1426,0.74853265
1427,0.3596298
1428,0.13536859
1429,0.55235505
1430,0.7090943
1431,0.2837187
1432,0.7522635
1433,0.39629596
1434,0.6980585
1435,0.21616429
1436,0.035222292
1437,0.2397818
1438,0.9800192
1439,0.9090458
1440,0.4996437
1441,0.21198654
1442,0.50214094
1443,0.8345877
1444,0.72247785
1445,0.5566243
1446,0.4102136
1447,0.39573574
1448,0.3504883
1449,0.07247138
1450,0.8595243
1451,0.32975045
1452,0.545739
1453,0.8032782
1454,0.68318534
1455,0.08581367
1456,0.17123091
1457,0.8114283
1458,0.31469554
1459,0.6328648
1460,0.23014417
1461,0.6230488
1462,0.9161177
1463,0.88682014
1464,0.91834736
1465,0.538715
1466,0.9656688
1467,0.22300598
1468,0.06031254
1469,0.25835496
1470,0.75442994
1471,0.34675562
1472,0.17126912
1473,0.2822593
1474,0.3100087
1475,0.3946847
1476,0.30789316
1477,0.32700092
1478,0.70423526
1479,0.071431935
1480,0.31473702
1481,0.38099
1482,0.38460115
1483,0.58070785
1484,0.83725023
1485,0.302428
1486,0.91794884
1487,0.6161391
1488,0.77568907
1489,0.46929845
1490,0.08773354
1491,0.95793104
1492,0.020509154
1493,0.08745286
1494,0.62888
1495,0.41858846
1496,0.3596124
1497,0.3218835
1498,0.5570216
1499,0.79873407
1500,0.25736135
1501,0.020842642
1502,0.7034143
1503,0.77183825
1504,0.2612374
1505,0.38628024
1506,0.07004225
1507,0.9285815
1508,0.6317578
1509,0.6472241
1510,0.5244999
1511,0.84716976
1512,0.10345921
1513,0.06500363
1514,0.4410398
1515,0.6507858
1516,0.22066697
1517,0.70834357
1518,0.98608303
1519,0.7961166
1520,0.6813428
1521,0.5590555
1522,0.7402181
1523,0.75121295
1524,0.6993776
1525,0.5669463
1526,0.6591455
1527,0.28937185
1528,0.56858134
1529,0.31852788
1530,0.074260294
1531,0.78444314
1532,0.12705359
1533,0.99652636
1534,0.2972779
1535,0.71799004
1536,0.1866833
1537,0.733006
1538,0.018260747
1539,0.58576804
1540,0.6438631
1541,0.6157888
1542,0.054381907
1543,0.11891532
1544,0.30487913
1545,0.48383966
1546,0.59071344
1547,0.59152377
1548,0.14841145
1549,0.6242485
1550,0.1281932
1551,0.98423535
1552,0.05821067
1553,0.62429047
1554,0.64722985
1555,0.11740404
1556,0.3343562
1557,0.06668532
1558,0.7012998
1559,0.52953696
1560,0.8903161
1561,0.0789845
1562,0.44739723
1563,0.8698609
1564,0.897582
1565,0.505596
1566,0.7558739
1567,0.24725696
1568,0.5053116
1569,0.27508044
1570,0.2517544
1571,0.5756401
1572,0.8144309
1573,0.24264434
1574,0.03397104
1575,0.81310225
1576,0.65947664
1577,0.41224775
1578,0.07776791
1579,0.3232081
1580,0.9033148
1581,0.77902246
1582,0.9138233
1583,0.45855534
1584,0.40149525
1585,0.16351303
1586,0.8839231
1587,0.56942064
1588,0.42371213
1589,0.25157446
1590,0.6225331
1591,0.90482545
1592,0.1731962
1593,0.30653054
1594,0.95713854
1595,0.26501748
1596,0.96284986
1597,0.71070194
1598,0.42178762
1599,0.8806358
1600,0.20324877
1601,0.2657547
1602,0.8845471
1603,0.038496733
1604,0.5624915
1605,0.6957718
1606,0.020025194
1607,0.47933963
1608,0.739009
1609,0.37881222
1610,0.98624766
1611,0.09888521
1612,0.09133163
1613,0.11753768
1614,0.9650089
1615,0.96584356
1616,0.23820132
1617,0.15974799
1618,0.6546594
1619,0.7120136
1620,0.95617723
1621,0.9542407
1622,0.5548386
1623,0.24931905
1624,0.28883237
1625,0.48824626
1626,0.83672833
1627,0.9476379
1628,0.790826
1629,0.00035369396
1630,0.53156006
1631,0.28577334
1632,0.63511574
1633,0.84920377
1634,0.8333161
1635,0.23904678
1636,0.5414169
1637,0.23142716
1638,0.44877777
1639,0.7355788
1640,0.61543465
1641,0.9467998
1642,0.1910702
1643,0.8840935
1644,0.13891232
1645,0.5962551
1646,0.040734947
1647,0.276852
1648,0.15756878
1649,0.6163415
1650,0.59683335
1651,0.77413034
1652,0.0032191575
1653,0.024141937
1654,0.5730666
1655,0.013171226
1656,0.8768021
1657,0.70801985
1658,0.24738425
1659,0.7148541
1660,0.6220563
1661,0.20645761
1662,0.81184185
1663,0.60734177
1664,0.38774323
1665,0.9054544
1666,0.072029084
1667,0.60574234
1668,0.7520697
1669,0.4590245
1670,0.85818374
1671,0.09750724
